Nama_Citra,Label_Asli,Label_Prediksi,Status
rendah_clahe_27_flipV_r270.png,rendah,rendah,Benar
rendah_clahe_28_flipV_r270.png,rendah,rendah,Benar
rendah_clahe_28_orig_r270.png,rendah,rendah,Benar
rendah_clahe_29_orig_r270.png,rendah,rendah,Benar
rendah_clahe_31_flipH_r90.png,rendah,rendah,Benar
rendah_clahe_31_flipV_r90.png,rendah,rendah,Benar
rendah_clahe_33_flipH_r270.png,rendah,rendah,Benar
rendah_clahe_33_flipV_r0.png,rendah,rendah,Benar
rendah_clahe_33_orig_r0.png,rendah,rendah,Benar
rendah_clahe_33_orig_r90.png,rendah,rendah,Benar
rendah_clahe_34_orig_r0.png,rendah,rendah,Benar
rendah_clahe_35_flipH_r270.png,rendah,rendah,Benar
rendah_clahe_36_flipH_r0.png,rendah,rendah,Benar
rendah_clahe_36_orig_r0.png,rendah,rendah,Benar
rendah_clahe_37_flipH_r270.png,rendah,rendah,Benar
rendah_clahe_37_orig_r270.png,rendah,rendah,Benar
rendah_clahe_39_flipV_r270.png,rendah,rendah,Benar
rendah_clahe_39_flipV_r90.png,rendah,rendah,Benar
rendah_clahe_39_orig_r270.png,rendah,rendah,Benar
